start_time,end_time,max_time,peak_width,peak_risetime,peak_falltime,peak_flux
88309291.08875048,88309771.08875048,88309448.08875048,480.2006004486193,156.80182996568783,323.39877048293147,8.74266
88316523.08875048,88319010.08875048,88318050.08875048,2487.172895054073,1526.737206031281,960.4356890227918,7.0338464
88338187.08875048,88339052.08875048,88338703.08875048,865.0467443216912,515.534196083172,349.51254823851923,3.9470007
88344767.08875048,88345019.08875048,88344889.08875048,251.88767250991805,121.75972066621762,130.12795184370043,3.04492
88359368.08875048,88360282.08875048,88359563.08875048,913.8578076509075,194.04068831317272,719.8171193377348,12.631524
88366679.08875048,88367289.08875048,88366819.08875048,609.1121596612575,139.03392736820388,470.0782322930536,5.248831
88377689.08875048,88379067.08875048,88378916.08875048,1377.8802645359392,1226.713133230005,151.16713130593416,8.856886
88382167.08875048,88382819.08875048,88382685.08875048,651.1717117202352,517.083265706111,134.0884460141242,1.2556156
88698252.80085845,88699196.80085845,88698828.80085845,943.4241147855068,575.0985352816433,368.32557950386354,5.8322215
88699906.80085845,88701949.80085845,88700011.80085845,382.2807359985791,104.26788251547714,278.01285348310194,6.5866427
88710395.80085845,88710836.80085845,88710594.80085845,440.7126436418912,198.2060598970511,242.5065837448401,6.192596
88719138.80085845,88719670.80085845,88719344.80085845,532.1749799484642,205.42862494082874,326.74635500763543,9.655318
88726089.80085845,88730195.80085845,88727236.80085845,2411.0561796255715,1146.3629635709185,1264.693216054653,8.125206
88731584.80085845,88732112.80085845,88731859.80085845,527.5101746753717,274.022639575036,253.48753510033566,3.070018
88732216.80085845,88732595.80085845,88732369.80085845,379.5493453498566,152.73279061460198,226.8165547352546,5.212219
88923295.87233594,88927789.87233594,88925253.87233594,1879.6305823256025,1157.0986048020768,722.5319775235257,14.31578
88937115.87233594,88944294.87233594,88942249.87233594,5355.456751739512,3309.533390595294,2045.9233611442178,30.313503
88951012.87233594,88955879.87233594,88952944.87233594,3032.7898559881214,1931.4607886199155,1101.3290673682059,14.198029
88957975.87233594,88965204.87233594,88959762.87233594,5390.602739178845,1786.4422328580767,3604.160506320768,12.62373
88971967.87233594,88974976.87233594,88974552.87233594,3008.4451060305437,2583.8766241987832,424.56848183176044,14.985995
88980076.87233594,88985901.87233594,88984640.87233594,3977.5252330574003,2715.8952275137635,1261.6300055436368,23.31447
88986426.87233594,88989094.87233594,88987299.87233594,1866.28839079538,872.3232522328326,993.9651385625475,11.798938
88991178.87233594,88991614.87233594,88991288.87233594,435.4582937058294,109.09100970252621,326.3672840033032,25.397789
88996300.96824658,89000205.96824658,88998621.96824658,1388.3427353725847,464.87238897944553,923.4703463931392,19.666735
89006174.96824658,89007919.96824658,89006579.96824658,1744.730931161419,404.1746370781966,1340.5562940832224,23.943806
89044172.96824658,89045441.96824658,89044403.96824658,1269.0663317301733,230.84709317901434,1038.219238551159,14.409609
89080780.39998047,89081179.39998047,89080949.39998047,398.813102171413,168.01681854457047,230.79628362684252,19.29421
89140551.39998047,89141998.39998047,89140718.39998047,1446.9566978881194,166.77009950997308,1280.1865983781463,15.668762
89342649.49548975,89345846.49548975,89345024.49548975,467.5454041105486,296.09594082544845,171.44946328510014,23.27127
89349704.49548975,89355604.49548975,89353592.49548975,3819.478283393393,1806.7244326445016,2012.7538507488916,26.436457
89389997.49548975,89390135.49548975,89390064.49548975,138.1862313222082,66.69694291819178,71.4892884040164,14.701098
89390297.49548975,89391761.49548975,89390483.49548975,1464.1308175383529,185.39203342886321,1278.7387841094896,21.470194
89412222.49548975,89415482.49548975,89412309.49548975,1141.6422474884166,86.0426487220102,1055.5995987664064,17.134462
89427394.13586132,89432593.13586132,89431367.13586132,2403.405447778915,1213.2417892984113,1190.1636584805037,20.282215
89468900.13586132,89473050.13586132,89469839.13586132,1357.5882713081992,911.796044958417,445.79222634978214,11.418936
89496016.13586132,89496270.13586132,89496063.13586132,253.94537747912545,46.20850937357318,207.73686810555228,19.70798
89496410.13586132,89500331.13586132,89496965.13586132,1748.4075599850185,554.7040289664219,1193.7035310185965,23.66956
89518802.12636133,89525006.12636133,89522643.12636133,2959.4922957229555,1048.8522919992538,1910.6400037237017,34.044994
89529638.12636133,89530431.12636133,89530248.12636133,792.3786819929519,609.061643669078,183.31703832387393,15.847446
89536899.12636133,89538360.12636133,89537435.12636133,957.1080990248774,535.3386468090066,421.76945221587084,18.043741
89567210.12636133,89572114.12636133,89571349.12636133,2684.3622889500075,1919.3009112575346,765.0613776924729,9.459491
89588013.12636133,89593058.12636133,89589616.12636133,2816.413099531812,1602.6396221850955,1213.7734773467164,11.668758
89609596.12048633,89615038.12048633,89613559.12048633,3168.8157660492952,1706.1519877911333,1462.663778258162,8.697297
89625330.12048633,89630559.12048633,89628654.12048633,2257.4739147921773,1078.0158601671083,1179.458054625069,18.626179
89630816.12048633,89634779.12048633,89632401.12048633,1698.9831483239905,1566.4332715015335,132.549876822457,7.7233067
89645995.12048633,89649897.12048633,89648968.12048633,1302.9493502397927,720.4621010988994,582.4872491408933,13.245722
89664890.12048633,89670056.12048633,89666111.12048633,2102.8231548502663,438.1655976365728,1664.6575572136935,19.382912
89703066.11665575,89707179.11665575,89705494.11665575,1484.570994244752,158.8146324823192,1325.7563617624328,187.39096
89784854.10941309,89787843.10941309,89786498.10941309,2032.2524502300066,687.1298648223828,1345.1225854076238,21.796543
89861694.10353906,89863853.10353906,89862623.10353906,1122.0656269903384,928.4461495834289,193.61947740690948,15.499857
90018093.104874,90019473.104874,90019313.104874,182.31085205734416,21.979959891963517,160.33089216538065,24.969461
90018083.104874,90023478.104874,90021051.104874,988.0253889669184,929.7394433406298,58.285945626288594,22.131506
90062034.10513867,90063476.10513867,90062350.10513867,601.3614681180297,315.415107345445,285.94636077258474,27.38562
90251267.10362549,90257875.10362549,90252890.10362549,2707.0821817842734,232.31461235368624,2474.767569430587,13.7868805
90267007.10362549,90273891.10362549,90268303.10362549,2159.303924281572,446.64624931954313,1712.657674962029,26.83714
90275039.10362549,90280966.10362549,90278317.10362549,2013.1950194166202,799.1332388454321,1214.0617805711881,24.08694
90285304.10362549,90286157.10362549,90285870.10362549,852.8596644304198,565.3529737973076,287.50669063311216,36.682343
90293653.102725,90296104.102725,90295127.102725,1023.2642547992641,45.29596354166688,977.9682912575972,74.924034
90341810.102725,90343139.102725,90342415.102725,1329.42445933837,604.8264457623409,724.5980135760292,97.63092
90394112.11150049,90422558.11150049,90406588.11150049,11450.4379028931,5929.785875179474,5520.652027713626,89.902435
90470119.11127734,90477073.11127734,90471962.11127734,2862.2568762597148,294.92614241290266,2567.330733846812,37.011078
90477363.11127734,90490924.11127734,90480287.11127734,5401.103769132859,1348.117042412111,4052.9867267207483,36.303173
90526822.11127734,90529291.11127734,90528471.11127734,889.2039745934744,69.14876906704376,820.0552055264307,38.91554
90556705.10037549,90560804.10037549,90558113.10037549,1553.2433125402777,1392.972019772029,160.2712927682487,23.18638
90583203.10037549,90585413.10037549,90585023.10037549,604.159069318448,213.35542786932638,390.80364144912164,27.747105
90593341.10037549,90597361.10037549,90596284.10037549,1480.4983276239545,403.000413105412,1077.4979145185425,30.810438
90653889.08786671,90691228.08786671,90669849.08786671,13928.328702526698,5949.312409706426,7979.0162928202735,24.194351
90675152.08786671,90681000.08786671,90680909.08786671,1657.1182179013013,1565.4488727550633,91.6693451462379,24.153818
90696376.08786671,90699479.08786671,90699443.08786671,1456.360912851418,1420.2302837160423,36.130629135375784,13.944909
90712666.08786671,90716230.08786671,90713560.08786671,181.1442482921957,68.85296638320506,112.29128190899064,22.615723
90724222.07811132,90726361.07811132,90724611.07811132,480.76157465121537,388.09344695980985,92.66812769140552,26.38046
90737686.07811132,90740779.07811132,90738789.07811132,1428.4926539177704,1102.1058099980946,326.3868439196758,6.341442
90741533.07811132,90745063.07811132,90744511.07811132,951.8163834071629,399.18014627941466,552.6362371277482,16.811676
90745825.07811132,90748094.07811132,90745871.07811132,601.1239021143956,45.09188430346512,556.0320178109305,18.418505
90755047.07811132,90761789.07811132,90759628.07811132,1674.9014326315682,1187.412309824551,487.48912280701734,11.668918
90769346.07811132,90769997.07811132,90769656.07811132,650.8314533007324,309.14528968184095,341.68616361889144,12.795416
90777080.07811132,90780734.07811132,90777171.07811132,1083.1228020768067,90.41833717618283,992.7044649006239,25.333138
90787283.07811132,90787769.07811132,90787420.07811132,486.32872610365666,136.76157215554122,349.56715394811545,22.314182
90790201.07811132,90794063.07811132,90790888.07811132,1289.1882811106661,686.9809233945598,602.2073577161063,18.2486
90851857.07024463,90854945.07024463,90853609.07024463,1369.8918383207056,33.22102327443645,1336.6708150462691,113.079834
90945508.06297411,90953010.06297411,90946767.06297411,3117.1715660221453,1249.3746991272383,1867.796866894907,29.287243
93180045.10666211,93180135.10666211,93180110.10666211,90.26079747352708,64.71765702647656,25.54314044705052,9.32155
93186591.10666211,93187071.10666211,93186907.10666211,479.9294871807316,315.3882761967742,164.5412109839574,1.4545634
93187189.10666211,93193783.10666211,93187216.10666211,245.06271494361567,26.0508187810874,219.01189616252827,4.826895
93193810.10666211,93194325.10666211,93194111.10666211,515.0609113183198,300.0747305218522,214.98618079646758,6.048863
93200774.10666211,93207812.10666211,93201279.10666211,695.4915311000605,504.10781735435876,191.3837137457017,6.5401893
93207943.10666211,93208204.10666211,93208011.10666211,261.05810206649994,67.45942751195389,193.59867455454605,8.839122
93208322.10666211,93214846.10666211,93214824.10666211,184.3005055155595,162.0803866700585,22.22011884550102,6.707888
93215466.10666211,93222106.10666211,93221988.10666211,305.5462224609555,186.66454349434207,118.88167896661344,6.5039983
93222224.10666211,93222367.10666211,93222326.10666211,142.96713914709926,101.08021806853594,41.88692107856332,6.0103683
93250236.04854004,93250608.04854004,93250476.04854004,371.8737617139295,239.3627216088139,132.51104010511563,4.46377
93264345.04854004,93264525.04854004,93264492.04854004,179.9814370919671,146.4412908578065,33.5401462341606,8.511167
93271893.04854004,93278969.04854004,93278402.04854004,767.760829773064,200.12565898682624,567.6351707862377,9.259949
93286062.04854004,93292505.04854004,93292430.04854004,140.68130444386043,65.12416280831076,75.55714163554967,4.759018
93511931.78735998,93525230.78735998,93518730.78735998,857.5092006401096,577.6619370215226,279.847263618587,22.98167
93525524.78735998,93525703.78735998,93525552.78735998,179.66985135118466,27.939061017306813,151.73079033387785,18.157799
93681135.41600293,93687553.41600293,93681275.41600293,246.34534131129203,139.9197351059329,106.42560620535914,12.653672
93694950.41600293,93701639.41600293,93695419.41600293,516.41040546764,468.28846128007535,48.12194418756462,9.664717
93688168.41600293,93708897.41600293,93702375.41600293,2212.3107663140245,1861.452466666091,350.85829964793356,9.25209
93772660.33872607,93779275.33872607,93772958.33872607,445.1255062988603,297.25762634832154,147.86787995053874,2.7647057
93780145.33872607,93786921.33872607,93786659.33872607,607.0487236420995,344.35649306565847,262.69223057644103,10.632148
93794054.33872607,93807502.33872607,93800854.33872607,1122.5858795887261,636.5446008555082,486.04127873321795,8.93217
93814983.33872607,93815291.33872607,93815153.33872607,307.1037671694976,169.09127205986078,138.0124951096368,8.854274
93878257.26713671,93878977.26713671,93878351.26713671,718.385781311682,93.09726197999953,625.2885193316824,72.53068
93906321.26713671,93913360.26713671,93906674.26713671,898.8449644435332,352.7625855929891,546.082378850544,72.556786
93921237.20948635,93934530.20948635,93928140.20948635,1016.1495371659474,763.7455357142857,252.40400145166177,58.29753
93941847.20948635,93956606.20948635,93948957.20948635,2488.544795478077,973.1087222931415,1515.4360731849356,56.21666
99885538.16472499,99887986.16472499,99885730.16472499,1139.5927676110414,191.03605363572842,948.556713975313,6.953827
99899567.16472499,99900304.16472499,99899778.16472499,737.3582705241952,210.61731330351722,526.740957220678,12.714474
99932764.16472499,99932892.16472499,99932827.16472499,128.3340439609201,62.44068953461101,65.89335442630909,3.2115057
99954418.16472499,99955094.16472499,99954453.16472499,676.7404496731397,34.78685803438566,641.953591638754,12.497233
99960898.16472499,99961052.16472499,99961002.16472499,154.3069496690805,103.32028272587922,50.98666694320127,7.0712085
99995541.85845996,99999737.85845996,99997369.85845996,4195.597771823992,1827.2864258155023,2368.3113460084896,10.809288
100004837.85845996,100005317.85845996,100005074.85845996,480.4172964944737,236.9418054306152,243.4754910638585,4.2688785
100175667.76782323,100175855.76782323,100175734.76782323,188.16202528401482,66.17749316744448,121.98453211657034,7.609009
100215495.76782323,100216043.76782323,100215635.76782323,547.9813732341718,139.64359557346324,408.3377776607085,10.484937
100321933.24760899,100323625.24760899,100322419.24760899,1692.4713956362903,485.7474650485656,1206.7239305877247,9.917281
100337257.24760899,100339480.24760899,100338032.24760899,2222.9218249096557,774.6835177101966,1448.238307199459,8.731786
100353497.24760899,100355048.24760899,100353715.24760899,1551.086197211749,217.46208417093294,1333.6241130408162,11.801483
100364098.24760899,100365110.24760899,100364296.24760899,242.2498849154581,197.57160770814517,44.67827720731293,11.2683
100363275.24760899,100370733.24760899,100369041.24760899,6687.663515164611,4995.047067319065,1692.6164478455466,13.410983
100375566.24760899,100377848.24760899,100376515.24760899,2282.287319897696,948.7618108777606,1333.5255090199353,14.194655
100387318.24760899,100390320.24760899,100389455.24760899,3001.957287943267,2136.4436879432615,865.5136000000057,11.906369
100405431.03222753,100409265.03222753,100408516.03222753,3822.3268179653296,3072.8509200000008,749.4758979653288,27.751429
100420533.03222753,100421576.03222753,100420650.03222753,1042.7612235417073,116.47982305490586,926.2814004868014,24.888874
100438524.03222753,100441028.03222753,100439264.03222753,2503.7502389379442,739.7315094458827,1764.0187294920615,47.085365
100442226.03222753,100443588.03222753,100442513.03222753,1362.7362612842408,286.77604834220983,1075.960212942031,46.05953
100444200.03222753,100445833.03222753,100444698.03222753,1632.4327112667888,497.025765619117,1135.4069456476718,57.36569
100443768.03222753,100468437.03222753,100451543.03222753,23800.33119119399,6905.831253113494,16894.499938080495,65.93644
100462291.03222753,100466096.03222753,100463932.03222753,3804.543689705519,1640.3784873986588,2164.16520230686,36.71324
100475884.03222753,100480865.03222753,100478500.03222753,4981.448801720908,2615.6503788775735,2365.7984228433343,40.18842
100489219.82302245,100494009.82302245,100490810.82302245,4790.275036040433,1590.5201082753283,3199.754927765105,39.339848
100507218.82302245,100514840.82302245,100511881.82302245,7622.033264871054,4662.375359291444,2959.65790557961,30.51963
100517924.82302245,100521957.82302245,100519750.82302245,4032.637381065935,1825.2117187063632,2207.425662359572,20.752043
100539005.82302245,100541738.82302245,100539406.82302245,2733.401896411553,400.5805452357308,2332.821351175822,17.925531
100566214.82302245,100566553.82302245,100566323.82302245,339.5094427157892,108.94037415871571,230.56906855707348,28.23307
100567966.82302245,100568450.82302245,100568202.82302245,484.22411400165583,235.9526440957561,248.27146990589972,29.29324
100570196.63300683,100570737.63300683,100570496.63300683,540.9984101265281,299.2301331089352,241.76827701759294,35.64928
100618478.63300683,100619198.63300683,100618845.63300683,720.1670105534722,366.4122060363734,353.7548045170988,19.57786
100631343.63300683,100637760.63300683,100632400.63300683,6416.649521628213,1056.0177262860598,5360.631795342153,17.421066
100676494.15555567,100679444.15555567,100677383.15555567,2949.9087080796307,888.5230810258909,2061.38562705374,480.95642
100746857.26140039,100748782.26140039,100747238.26140039,1925.1509349732673,380.98083525916127,1544.170099714106,38.996235
100753577.26140039,100758680.26140039,100755805.26140039,5103.065814925052,2227.5700585810373,2875.495756344015,29.227592
100879381.02086817,100889824.02086817,100880531.02086817,10443.588824117309,1149.7366467166794,9293.85217740063,21.440302
100956346.78369921,100974606.78369921,100960295.78369921,18260.20849933417,3948.545282457286,14311.663216876885,23.246513
101022530.5221035,101024048.5221035,101023163.5221035,1518.8384281155559,632.996567020251,885.8418610953049,9.568066
101024734.5221035,101026282.5221035,101025675.5221035,1547.6618173093775,940.4877980152487,607.1740192941288,21.983803
101026879.5221035,101028715.5221035,101027589.5221035,1835.837474407006,709.0710589514711,1126.766415455535,18.088491
101031391.5221035,101034059.5221035,101032546.5221035,2668.6391941177644,1154.7371735689158,1513.9020205488487,8.590538
101048364.5221035,101057004.5221035,101054889.5221035,8640.469423192008,6524.61510295247,2115.8543202395376,14.9499
101060930.5221035,101061932.5221035,101061214.5221035,1002.3703939370898,283.4023178807911,718.9680760562987,9.809289
101235503.99838476,101236191.99838476,101235699.99838476,687.0596712936749,195.0491308512792,492.0105404423957,18.671776
101252563.99838476,101255220.99838476,101253966.99838476,2656.890167681777,1402.6337912595336,1254.2563764222432,9.704617
101313321.70469622,101314342.70469622,101313543.70469622,1020.2604888372225,221.15555887914525,799.1049299580773,41.854427
101459901.12187989,101468633.12187989,101461875.12187989,8727.06386460971,1968.751648312198,6758.312216297512,19.51605
101503995.12187989,101504543.12187989,101504197.12187989,547.3334430484829,201.0534482019575,346.27999484652537,29.690977
101563641.80550586,101565264.80550586,101564404.80550586,1623.383019117704,762.8788380499318,860.5041810677722,18.689116
101573543.80550586,101576170.80550586,101574593.80550586,2626.570689918575,1049.3253516567274,1577.2453382618478,28.440933
101608546.52930468,101609567.52930468,101608778.52930468,1020.4456699385246,231.08952435489073,789.3561455836339,6.00964
101616237.52930468,101617480.52930468,101616821.52930468,1242.9582952440069,583.1985022019126,659.7597930420943,7.1147094
101619109.52930468,101619700.52930468,101619443.52930468,591.0125216151591,333.8927577116956,257.11976390346354,8.143224
101621289.52930468,101622789.52930468,101621889.52930468,1499.8822636503264,599.8571452009837,900.0251184493427,7.027147
101622807.52930468,101624154.52930468,101623415.52930468,1346.4827094894717,607.2152078793879,739.2675016100839,4.741642
101627113.52930468,101627710.52930468,101627203.52930468,596.9601930498538,89.94272935152912,507.0174636983247,8.034575
101628310.52930468,101628981.52930468,101628575.52930468,670.5312837396923,264.1678140902841,406.3634696494082,10.642646
101628997.52930468,101629262.52930468,101629033.52930468,264.36861436649997,35.00360252909741,229.36501183740256,11.924893
101791302.02480663,101792765.02480663,101792285.02480663,559.0805389204088,78.24563560211027,480.83490331829853,10.234718
101819025.02480663,101820100.02480663,101819373.02480663,1075.0806661562237,347.89431082574447,727.1863553304793,6.9723873
101821390.02480663,101821786.02480663,101821602.02480663,396.2759534245997,211.5930454841946,184.68290794040513,9.434328
101825414.02480663,101827395.02480663,101825834.02480663,1981.264911842678,419.3923514731505,1561.8725603695275,11.542469
101827540.02480663,101828394.02480663,101827691.02480663,854.4864227883227,150.86158026258636,703.6248425257363,3.586314
101830977.02480663,101831333.02480663,101831109.02480663,356.6396075174998,131.72250752833497,224.91709998916485,8.138296
101835262.02480663,101835703.02480663,101835304.02480663,440.79568728010054,41.714713428104005,399.08097385199653,9.374452
101841956.02480663,101843403.02480663,101842841.02480663,1446.6903835508492,884.5512856993373,562.1390978515119,5.9871254
101845823.02480663,101846225.02480663,101845971.02480663,402.22876314060704,147.48462469314836,254.74413844745868,11.536436
101857910.02480663,101859267.02480663,101858549.02480663,1356.477375989416,638.1629586648924,718.3144173245237,14.037878
101991567.49082714,101992130.49082714,101991663.49082714,562.65347803021,95.12522929761326,467.5282487325967,26.413061
102127487.94433105,102127711.94433105,102127545.94433105,224.3400743335401,57.43449658989766,166.90557774364243,5.81143
102140141.94433105,102140751.94433105,102140377.94433105,610.4018813830025,235.48128051841377,374.9206008645888,8.073363
102144361.94433105,102145161.94433105,102144723.94433105,799.9114613394304,361.9101406318514,438.001320707579,9.59952
102146189.94433105,102147396.94433105,102146494.94433105,1206.4198414622551,304.32763560538297,902.0922058568722,4.693125
102177298.94433105,102180692.94433105,102179114.94433105,3393.378726520328,1815.074442078032,1578.3042844422962,9.45892
102192369.94433105,102192930.94433105,102192902.94433105,561.0646087588393,532.1992589645961,28.86534979424323,5.7290483
102194457.94433105,102195449.94433105,102194625.94433105,992.4351848335355,167.82742941194738,824.6077554215881,17.870937
102209775.94433105,102209834.94433105,102209799.94433105,59.21929464119603,23.332814267792855,35.886480373403174,18.81506
102210416.94433105,102210753.94433105,102210725.94433105,337.20957233777153,308.5817297545291,28.627842583242455,15.189813
102261551.01486425,102262646.01486425,102261759.01486425,1094.9543475679602,207.53743568775826,887.416911880202,87.19941
102277757.01486425,102281207.01486425,102278584.01486425,3449.461199033409,826.3638942318357,2623.097304801573,66.335556
102300037.737945,102300617.737945,102300248.737945,580.2386390724055,210.37069567417166,369.8679433982338,73.23407
102314851.737945,102325307.737945,102319313.737945,10455.07462017922,4461.549565531568,5993.525054647653,67.00438
102335308.737945,102339276.737945,102336003.737945,3968.1435832726056,694.389009979539,3273.7545732930666,55.808037
102356968.737945,102360435.737945,102358604.737945,3467.50660905728,1635.6817890835591,1831.8248199737209,73.84789
102363732.737945,102365989.737945,102364108.737945,2256.966539639834,375.50276294737705,1881.463776692457,65.370224
102404681.45878027,102421359.45878027,102418141.45878027,16678.241205409686,13459.81145526057,3218.4297501491164,61.444267
102430669.45878027,102431458.45878027,102430919.45878027,788.2458564814588,249.10515818285785,539.1406982986009,39.46475
102486903.18068945,102490704.18068945,102489318.18068945,3801.2412132107274,2414.406856796115,1386.8343564146126,47.551865
102497155.18068945,102499522.18068945,102498438.18068945,2367.055524194544,1282.2185477337662,1084.8369764607778,45.343735
102542497.18068945,102545503.18068945,102543214.18068945,3005.1484337017464,716.0065657595551,2289.1418679421913,67.122284
102563556.95741406,102566410.95741406,102564178.95741406,2854.5384181746776,621.9567666681396,2232.581651506538,97.19632
102583523.95741406,102585734.95741406,102583940.95741406,2210.676492522889,416.63771099217774,1794.0387815307113,131.88988
102644011.86386816,102647755.86386816,102645382.86386816,3743.8496972811363,1370.4136363636364,2373.4360609175,48.117115
102664076.86386816,102665013.86386816,102664413.86386816,937.3559278499815,336.9543566631328,600.4015711868487,28.857208
102732592.58365233,102733247.58365233,102732750.58365233,654.9436245783972,157.8809215635515,497.06270301484574,737.33466
102843487.3000615,102845694.3000615,102843759.3000615,2207.3864606567804,271.60188367481896,1935.7845769819614,104.41704
102855086.3000615,102856743.3000615,102855824.3000615,1656.8457464984967,737.3621309853843,919.4836155131125,65.7165
102892049.3000615,102893845.3000615,102892308.3000615,1796.0920349062362,258.6018712329387,1537.4901636732975,81.53983
102922868.0138457,102925031.0138457,102923322.0138457,2163.5210112072637,453.562847184312,1709.9581640229517,490.02304
102932794.0138457,102933906.0138457,102933123.0138457,1112.0372396818639,328.47314375598944,783.5640959258744,384.1301
102995506.23212498,102996695.23212498,102995925.23212498,1188.997468793349,418.4035265068378,770.5939422865113,772.37744
103146955.25208691,103148210.25208691,103147029.25208691,1254.7419199989345,73.67957096809914,1181.0623490308353,31.693192
103194268.1450332,103200427.1450332,103196019.1450332,6159.636510986369,1750.7421669565592,4408.89434402981,310.9791
103249143.85447998,103250215.85447998,103249366.85447998,1072.3815992324626,222.64613293379898,849.7354662986636,64.34036
103257503.85447998,103264753.85447998,103258643.85447998,7249.609201726222,1139.06687625397,6110.542325472252,59.563343
103328212.85447998,103333222.85447998,103329710.85447998,5010.353797726231,1497.7874110563716,3512.5663866698596,64.58485
103355806.55729981,103359958.55729981,103356867.55729981,4151.357637690126,1060.138952400921,3091.2186852892046,22.255451
103367293.55729981,103369490.55729981,103368218.55729981,2196.9133003506868,924.5849118534607,1272.3283884972261,6.886383
103377833.55729981,103386539.55729981,103379412.55729981,8139.817428391616,1578.2212726329963,6561.59615575862,10.049557
106588635.04791309,106591722.04791309,106589489.04791309,1199.1426815321847,853.6266388868225,345.5160426453622,118.810684
106604076.04791309,106606582.04791309,106606064.04791309,613.5489522379867,95.39977907620778,518.1491731617789,176.23915
106617769.74103124,106618074.74103124,106617998.74103124,295.4229368001419,218.83390017103426,76.58903662910762,52.01269
106625422.74103124,106628750.74103124,106627583.74103124,1427.6434333305792,259.7145653616458,1167.9288679689334,35.650986
106634575.74103124,106634881.74103124,106634692.74103124,305.8856229892117,116.83537106102358,189.05025192818812,41.07159
106635517.74103124,106639336.74103124,106638956.74103124,1189.276108430815,808.955800957956,380.320307472859,31.88609
108290620.13685901,108297741.13685901,108297700.13685901,174.94954886042171,133.52371152895512,41.425837331466596,184.81474
108326108.13685901,108332979.13685901,108326152.13685901,68.76092499716992,43.79878680172965,24.962138195440275,137.20561
108368740.85335498,108382539.85335498,108375671.85335498,430.78015936605743,238.80585540761695,191.9743039584405,120.52548
108404210.85335498,108417959.85335498,108410904.85335498,514.7784565281959,70.77819143525585,444.00026509294,159.76501
108432609.57099499,108446567.57099499,108439488.57099499,812.277343072968,300.47727865381404,511.80006441915407,200.764
108496402.57099499,108517122.57099499,108503161.57099499,1233.5905807909812,254.91479156607147,978.6757892249097,107.32663
108545787.299484,108559634.299484,108553066.299484,939.0128209920758,821.0763289933311,117.93649199874471,83.458466
108574415.299484,108595075.299484,108581044.299484,1370.2874926307732,193.0847367143897,1177.2027559163835,67.320496
108616973.05197363,108631179.05197363,108623970.05197363,1407.449324585183,595.372468902535,812.0768556826479,88.59789
108659402.05197363,108673034.05197363,108666361.05197363,897.4643041047957,588.6729624307127,308.791341674083,80.94921
108708639.82048829,108708927.82048829,108708822.82048829,288.5037255206819,182.77272168085733,105.73100383982455,70.73858
108708547.82048829,108723150.82048829,108715906.82048829,1921.610245928421,1016.7288091715975,904.8814367568234,63.487137
108723380.82048829,108730039.82048829,108729876.82048829,321.0301399582763,157.51513013041267,163.51500982786365,41.40357
108723331.82048829,108751023.82048829,108737281.82048829,2352.047054253909,1275.9158012753137,1076.1312529785955,69.394585
108765309.82048829,108765819.82048829,108765375.82048829,509.4676922276494,65.18034580871063,444.2873464189388,40.997414
108787216.56216699,108808408.56216699,108807789.56216699,2253.831872587287,1633.8531415618415,619.9787310254451,70.24577
108814809.56216699,108815463.56216699,108815150.56216699,654.3270848698576,340.70534380127174,313.62174106858583,56.074142
108822670.56216699,108836083.56216699,108829155.56216699,814.026217165966,183.75805438135467,630.2681627846114,55.965637
108857345.56216699,108858061.56216699,108857704.56216699,715.7629280974506,358.201210270674,357.56171782677666,38.29352
108886478.31832616,108900368.31832616,108893469.31832616,1329.713614640169,709.671397434523,620.042217205646,44.422554
108914878.31832616,108928415.31832616,108921961.31832616,989.5992975369227,808.1891815363588,181.4101160005639,49.13121
109041869.82566504,109042267.82566504,109042073.82566504,397.02375925606805,202.3206267597013,194.70313249636672,34.997177
109049636.82566504,109056533.82566504,109056025.82566504,664.6988334839391,156.31579098313637,508.38304250080273,25.623095
109056731.82566504,109063639.82566504,109063381.82566504,678.8890756777214,420.3498513915156,258.5392242862058,30.046501
109077274.82566504,109084975.82566504,109077495.82566504,1480.8809925527376,220.5811299540901,1260.2998625986475,33.39203
109084249.82566504,109084877.82566504,109084583.82566504,627.6926743468912,333.65776589698817,294.034908449903,40.07128
109091452.82566504,109091804.82566504,109091483.82566504,351.20407400708245,30.042766198656864,321.1613078084256,29.54495
109092152.82566504,109105933.82566504,109098796.82566504,1353.3944593880487,428.4040563640565,924.9904030239923,24.083973
109106332.82566504,109113194.82566504,109113001.82566504,650.0068311782798,456.960459371614,193.04637180666577,27.753048
109113478.82566504,109120460.82566504,109120245.82566504,772.7470475064347,557.3029083567508,215.4441391496839,35.741684
109134747.58489405,109141649.58489405,109140988.58489405,697.9554944407082,36.403594683230494,661.5518997574777,73.0915
109304929.087555,109311954.087555,109311819.087555,862.6189074445165,726.9489186334436,135.66998881107293,16.923025
109326238.087555,109332876.087555,109332457.087555,470.5929584345604,56.623389538735864,413.9695688958245,22.271135
109326231.087555,109354474.087555,109340084.087555,3587.2496342018176,1522.690138846493,2064.5594953553245,18.392393
109361679.087555,109368469.087555,109367970.087555,626.6009230591753,126.60557226977835,499.995350789397,17.116497
109481295.63964996,109482142.63964996,109481335.63964996,846.5538704294728,39.38304249938926,807.1708279300835,13.708041
109482222.63964996,109489160.63964996,109488801.63964996,785.4743933859902,426.43636408601355,359.03802929997664,23.63633
109489316.63964996,109496338.63964996,109496029.63964996,869.3788951371366,559.380669383564,309.99822575357257,15.448014
